,beekin_id,latitude,longitude,baths,beds,sqft,posted_at,property_type,price,city,blockgroup,days_since_2014,trans_log_price
57777,6645f70b8e,43.629246,-116.33375,2.0,3.0,1200.0,2017-11-09,2.0,1145.0,Boise,160010023103,1408,-0.7657208145482953
57778,6645f70b8e,43.629246,-116.33375,2.0,3.0,1200.0,2017-11-09,2.0,1195.0,Boise,160010023103,1408,-0.5855843143204754
57779,c91986372b,43.629246,-116.33375,2.0,2.0,1000.0,2017-11-09,2.0,1045.0,Boise,160010023103,1408,-1.1508792928912024
57780,c91986372b,43.629246,-116.33375,2.0,2.0,1000.0,2017-11-09,2.0,1095.0,Boise,160010023103,1408,-0.9539017380453936
57782,4975819aa8,43.625233,-116.33288,2.0,2.0,1000.0,2017-11-09,2.0,1045.0,Boise,160010023103,1408,-1.1508792928912024
57784,e112cb8f61,43.625233,-116.33288,2.0,3.0,1200.0,2017-11-09,2.0,1195.0,Boise,160010023103,1408,-0.5855843143204754
57785,c9df1bced7,43.61412,-116.19542,1.0,2.0,1000.0,2017-11-09,2.0,1320.0,Boise,160010001002,1408,-0.16629723419679454
57786,b821fcfe64,43.613155,-116.295296,1.0,2.0,911.0,2017-11-09,2.0,1172.0,Boise,160010023131,1408,-0.6674920108584164
57787,b821fcfe64,43.613155,-116.295296,1.0,2.0,911.0,2017-11-09,2.0,1106.0,Boise,160010023131,1408,-0.9117750105044714
57788,b821fcfe64,43.613155,-116.295296,1.0,2.0,911.0,2017-11-09,2.0,1014.0,Boise,160010023131,1408,-1.2777962440948245
57789,b821fcfe64,43.613155,-116.295296,1.0,2.0,911.0,2017-11-09,2.0,1175.0,Boise,160010023131,1408,-0.656717690933083
57790,b821fcfe64,43.613155,-116.295296,1.0,2.0,911.0,2017-11-09,2.0,1169.0,Boise,160010023131,1408,-0.6782939454741569
57791,b821fcfe64,43.613155,-116.295296,1.0,2.0,911.0,2017-11-09,2.0,1116.0,Boise,160010023131,1408,-0.8738399882747686
57792,b821fcfe64,43.613155,-116.295296,1.0,2.0,911.0,2017-11-09,2.0,1108.0,Boise,160010023131,1408,-0.9041606407450292
57793,b821fcfe64,43.613155,-116.295296,1.0,2.0,911.0,2017-11-09,2.0,1172.0,Boise,160010023131,1408,-0.6674920108584164
57794,b821fcfe64,43.613155,-116.295296,1.0,2.0,911.0,2017-11-09,2.0,1068.0,Boise,160010023131,1408,-1.0591248806764437
57795,b821fcfe64,43.613155,-116.295296,1.0,2.0,911.0,2017-11-09,2.0,1137.0,Boise,160010023131,1408,-0.7952708217775425
57796,3fddf9abb1,43.613155,-116.295296,2.0,2.0,1053.0,2017-11-09,2.0,1153.0,Boise,160010023131,1408,-0.736376553162883
57797,3fddf9abb1,43.613155,-116.295296,2.0,2.0,1053.0,2017-11-09,2.0,1171.0,Boise,160010023131,1408,-0.6710895804455836
57798,3fddf9abb1,43.613155,-116.295296,2.0,2.0,1053.0,2017-11-09,2.0,1099.0,Boise,160010023131,1408,-0.9385341639887504
57799,3fddf9abb1,43.613155,-116.295296,2.0,2.0,1053.0,2017-11-09,2.0,1156.0,Boise,160010023131,1408,-0.725424916384278
57800,3fddf9abb1,43.613155,-116.295296,2.0,2.0,1053.0,2017-11-09,2.0,1048.0,Boise,160010023131,1408,-1.1387974331634163
57801,3fddf9abb1,43.613155,-116.295296,2.0,2.0,1053.0,2017-11-09,2.0,1136.0,Boise,160010023131,1408,-0.7989791832270517
57802,be0f340510,43.61751,-116.20741,1.0,1.0,670.0,2017-11-09,2.0,1500.0,Boise,160010001003,1408,0.372463223259148
57803,ea08f040bd,43.61751,-116.20741,1.0,1.0,706.0,2017-11-09,2.0,1700.0,Boise,160010001003,1408,0.8999698622380763
57805,1c8357fff8,43.60261,-116.18891,2.0,3.0,1250.0,2017-11-09,2.0,1210.0,Boise,160010007013,1408,-0.5330112519615468
57806,8d9490628c,43.595978,-116.18547,2.0,3.0,1646.0,2017-11-09,2.0,1670.0,Boise,160010008041,1408,0.8249313367022179
57807,8d9490628c,43.595978,-116.18547,2.0,3.0,1646.0,2017-11-09,2.0,1670.0,Boise,160010008041,1408,0.8249313367022179
57808,0cfb155be8,43.595978,-116.18547,1.0,2.0,1086.0,2017-11-09,2.0,1045.0,Boise,160010008041,1408,-1.1508792928912024
57809,3436f83a63,43.595978,-116.18547,2.0,2.0,1100.0,2017-11-09,2.0,1115.0,Boise,160010008041,1408,-0.8776181620064629
57810,3436f83a63,43.595978,-116.18547,2.0,2.0,1100.0,2017-11-09,2.0,1145.0,Boise,160010008041,1408,-0.7657208145482953
57811,26f0e07da8,43.595978,-116.18547,2.0,2.0,1086.0,2017-11-09,2.0,1075.0,Boise,160010008041,1408,-1.0315915418672117
57812,89ff7cf654,43.593277,-116.17616,1.0,2.0,875.0,2017-11-09,2.0,1150.0,Boise,160010008042,1408,-0.7473567222449625
57813,297c527c4f,43.593277,-116.17616,2.0,2.0,1040.0,2017-11-09,2.0,1300.0,Boise,160010008042,1408,-0.23064279727023151
57815,b6a295bd93,43.63824,-116.35171,1.0,2.0,762.0,2017-11-09,2.0,1675.0,Boise,160010103313,1408,0.8375309051756434
57817,09ded367dc,43.63824,-116.35171,1.0,1.0,568.0,2017-11-09,2.0,1450.0,Boise,160010103313,1408,0.2295833533666138
57818,b7a7c13e05,43.624096,-116.22964,1.0,2.0,980.0,2017-11-09,2.0,1319.0,Boise,160010004002,1408,-0.1694912870328501
57819,b7a7c13e05,43.624096,-116.22964,1.0,2.0,980.0,2017-11-09,2.0,1388.0,Boise,160010004002,1408,0.04540869662823028
57820,b7a7c13e05,43.624096,-116.22964,1.0,2.0,980.0,2017-11-09,2.0,1206.0,Boise,160010004002,1408,-0.546966736618196
57821,b7a7c13e05,43.624096,-116.22964,1.0,2.0,980.0,2017-11-09,2.0,1492.0,Boise,160010004002,1408,0.34992545556373716
57822,b7a7c13e05,43.624096,-116.22964,1.0,2.0,980.0,2017-11-09,2.0,1317.0,Boise,160010004002,1408,-0.17588666385254262
57823,b7a7c13e05,43.624096,-116.22964,1.0,2.0,980.0,2017-11-09,2.0,1563.0,Boise,160010004002,1408,0.5458581040162167
57824,1107f523dc,43.624096,-116.22964,2.0,2.0,1080.0,2017-11-09,2.0,1283.0,Boise,160010004002,1408,-0.286119705736401
57825,1107f523dc,43.624096,-116.22964,2.0,2.0,1080.0,2017-11-09,2.0,1455.0,Boise,160010004002,1408,0.24409129373573826
57826,1107f523dc,43.624096,-116.22964,2.0,2.0,1080.0,2017-11-09,2.0,1653.0,Boise,160010004002,1408,0.7818088462870848
57827,1107f523dc,43.624096,-116.22964,2.0,2.0,1080.0,2017-11-09,2.0,1318.0,Boise,160010004002,1408,-0.17268776235896346
57828,1107f523dc,43.624096,-116.22964,2.0,2.0,1080.0,2017-11-09,2.0,1343.0,Boise,160010004002,1408,-0.09349429145182116
57829,bc81b9eaa3,43.624096,-116.22964,2.0,3.0,1280.0,2017-11-09,2.0,1582.0,Boise,160010004002,1408,0.5967817746162345
57830,bc81b9eaa3,43.624096,-116.22964,2.0,3.0,1280.0,2017-11-09,2.0,1630.0,Boise,160010004002,1408,0.7227553624076295
57831,bc81b9eaa3,43.624096,-116.22964,2.0,3.0,1280.0,2017-11-09,2.0,1325.0,Boise,160010004002,1408,-0.15036317924163436
57832,bc81b9eaa3,43.624096,-116.22964,2.0,3.0,1280.0,2017-11-09,2.0,1380.0,Boise,160010004002,1408,0.02104705356247316
57833,bc81b9eaa3,43.624096,-116.22964,2.0,3.0,1280.0,2017-11-09,2.0,1575.0,Boise,160010004002,1408,0.5780919323888386
57834,ccfe4b2ebe,43.613903,-116.29332,2.0,2.0,1075.0,2017-11-09,2.0,1033.0,Boise,160010023022,1408,-1.1995560901831883
57835,ccfe4b2ebe,43.613903,-116.29332,2.0,2.0,1075.0,2017-11-09,2.0,1270.0,Boise,160010023022,1408,-0.3290414889329685
57836,ccfe4b2ebe,43.613903,-116.29332,2.0,2.0,1075.0,2017-11-09,2.0,1026.0,Boise,160010023022,1408,-1.2282127014216637
57837,ccfe4b2ebe,43.613903,-116.29332,2.0,2.0,1075.0,2017-11-09,2.0,1269.0,Boise,160010023022,1408,-0.33236134142085694
57838,ccfe4b2ebe,43.613903,-116.29332,2.0,2.0,1075.0,2017-11-09,2.0,1162.0,Boise,160010023022,1408,-0.7036066492849993
57839,ccfe4b2ebe,43.613903,-116.29332,2.0,2.0,1075.0,2017-11-09,2.0,1127.0,Boise,160010023022,1408,-0.8325020931889976
57840,ccfe4b2ebe,43.613903,-116.29332,2.0,2.0,1075.0,2017-11-09,2.0,1017.0,Boise,160010023022,1408,-1.2653455629113224
57841,ccfe4b2ebe,43.613903,-116.29332,2.0,2.0,1075.0,2017-11-09,2.0,1163.0,Boise,160010023022,1408,-0.6999812275427729
57842,a237511415,43.613903,-116.29332,2.0,3.0,1150.0,2017-11-09,2.0,1409.0,Boise,160010023022,1408,0.10869598009092885
57843,a237511415,43.613903,-116.29332,2.0,3.0,1150.0,2017-11-09,2.0,1526.0,Boise,160010023022,1408,0.4448895696541788
57844,670d5a0f64,43.61777,-116.28864,2.0,3.0,1100.0,2017-11-09,2.0,1034.0,Boise,160010023022,1408,-1.1954781483890253
57846,c6527c179a,43.61777,-116.28864,2.0,3.0,1550.0,2017-11-09,2.0,1190.0,Boise,160010023022,1408,-0.6032554199383022
57847,7c88fc6d7b,43.619884000000006,-116.210236,1.0,1.0,642.0,2017-11-09,2.0,1300.0,Boise,160010001003,1408,-0.23064279727023151
57848,e4c30ae27e,43.619884000000006,-116.210236,2.0,2.0,766.0,2017-11-09,2.0,1525.0,Boise,160010001003,1408,0.4421268343763216
57850,13f7837594,43.56585,-116.17741399999998,2.0,2.0,1313.0,2017-11-09,0.0,1090.0,Boise,160010105042,1408,-0.9731903415781646
57851,13f7837594,43.56585,-116.17741399999998,2.0,2.0,1313.0,2017-11-09,0.0,1074.0,Boise,160010105042,1408,-1.0355138804615813
57852,13f7837594,43.56585,-116.17741399999998,2.0,2.0,1313.0,2017-11-09,0.0,1037.0,Boise,160010105042,1408,-1.1832679442460328
57853,13f7837594,43.56585,-116.17741399999998,2.0,2.0,1313.0,2017-11-09,0.0,1103.0,Boise,160010105042,1408,-0.9232224213868782
57854,13f7837594,43.56585,-116.17741399999998,2.0,2.0,1313.0,2017-11-09,0.0,1049.0,Boise,160010105042,1408,-1.1347778310318697
57855,13f7837594,43.56585,-116.17741399999998,2.0,2.0,1313.0,2017-11-09,0.0,1034.0,Boise,160010105042,1408,-1.1954781483890253
57856,bebe08c84b,43.56585,-116.17741399999998,2.0,3.0,1313.0,2017-11-09,0.0,1095.0,Boise,160010105042,1408,-0.9539017380453936
57857,bebe08c84b,43.56585,-116.17741399999998,2.0,3.0,1313.0,2017-11-09,0.0,1243.0,Boise,160010105042,1408,-0.41960837857342553
57858,bebe08c84b,43.56585,-116.17741399999998,2.0,3.0,1313.0,2017-11-09,0.0,1295.0,Boise,160010105042,1408,-0.24688386752441424
57859,bb6e6aec5b,43.8288922,-111.7833034,2.0,4.0,2820.0,2019-06-27,2.0,1150.0,Rexburg,160659502001,2003,-0.7473567222449625
57860,370e6eeeeb,43.8256879,-111.79507920000002,2.0,3.0,2088.0,2019-07-01,2.0,1100.0,Rexburg,160659502002,2007,-0.934701010004234
57861,e984dba5cd,43.816585700000005,-111.8093034,1.5,2.0,1154.0,2019-07-01,2.0,1010.0,Rexburg,160659503022,2007,-1.294454576120096
57862,89165bc108,43.8221487,-111.7772601,2.0,3.0,1600.0,2019-07-01,2.0,1245.0,Rexburg,160659504003,2007,-0.41283256921128114
57863,4c78ba1605,43.8426223,-111.8333316,2.0,4.0,2088.0,2019-07-01,2.0,1400.0,Rexburg,160659501001,2007,0.08168914318542979
57864,e274a3cee1,43.8305258,-111.7899683,2.0,3.0,1200.0,2019-07-01,2.0,1000.0,Rexburg,160659502002,2007,-1.3363907680469174
57865,c094365e57,42.815304,-112.40547,3.0,5.0,2500.0,2017-08-03,1.0,1250.0,Pocatello,160050017001,1310,-0.3959405525482877
57866,f171ac6dce,42.872025,-112.47562,2.0,3.0,1350.0,2017-08-03,1.0,1100.0,Pocatello,160059818001,1310,-0.934701010004234
57869,7b925f2162,47.7180638,-116.9050489,2.0,3.0,1360.0,2020-06-01,2.0,1400.0,Post Falls,160550005001,2343,0.08168914318542979
57870,7b925f2162,47.7180638,-116.9050489,2.0,3.0,1360.0,2020-06-16,2.0,1400.0,Post Falls,160550005001,2358,0.08168914318542979
57871,7b925f2162,47.7180638,-116.9050489,2.0,3.0,1360.0,2020-07-01,2.0,1400.0,Post Falls,160550005001,2373,0.08168914318542979
57872,7b925f2162,47.7180638,-116.9050489,2.0,3.0,1360.0,2020-07-15,2.0,1400.0,Post Falls,160550005001,2387,0.08168914318542979
57873,7b925f2162,47.7180638,-116.9050489,2.0,3.0,1360.0,2020-08-02,2.0,1400.0,Post Falls,160550005001,2405,0.08168914318542979
57874,7b925f2162,47.7180638,-116.9050489,2.0,3.0,1360.0,2020-08-16,2.0,1400.0,Post Falls,160550005001,2419,0.08168914318542979
57875,7b925f2162,47.7180638,-116.9050489,2.0,3.0,1360.0,2020-09-01,2.0,1400.0,Post Falls,160550005001,2435,0.08168914318542979
57876,f877948196,47.7180638,-116.9050489,2.0,2.0,1020.0,2020-06-01,2.0,1150.0,Post Falls,160550005001,2343,-0.7473567222449625
57877,f877948196,47.7180638,-116.9050489,2.0,2.0,1020.0,2020-06-16,2.0,1150.0,Post Falls,160550005001,2358,-0.7473567222449625
57878,f877948196,47.7180638,-116.9050489,2.0,2.0,1020.0,2020-07-01,2.0,1150.0,Post Falls,160550005001,2373,-0.7473567222449625
57879,f877948196,47.7180638,-116.9050489,2.0,2.0,1020.0,2020-07-15,2.0,1150.0,Post Falls,160550005001,2387,-0.7473567222449625
57880,f877948196,47.7180638,-116.9050489,2.0,2.0,1020.0,2020-08-16,2.0,1150.0,Post Falls,160550005001,2419,-0.7473567222449625
57881,f7e1307594,47.7180638,-116.9050489,2.0,2.0,1015.0,2020-06-01,2.0,1150.0,Post Falls,160550005001,2343,-0.7473567222449625
57882,f7e1307594,47.7180638,-116.9050489,2.0,2.0,1015.0,2020-06-16,2.0,1150.0,Post Falls,160550005001,2358,-0.7473567222449625
57883,f7e1307594,47.7180638,-116.9050489,2.0,2.0,1015.0,2020-07-01,2.0,1150.0,Post Falls,160550005001,2373,-0.7473567222449625
57891,e0b0bd7d65,47.740925,-116.8991866,2.0,3.0,1160.0,2020-06-16,2.0,1795.0,Post Falls,160550005001,2358,1.129143618724513
57892,e0b0bd7d65,47.740925,-116.8991866,2.0,3.0,1160.0,2020-07-01,2.0,1795.0,Post Falls,160550005001,2373,1.129143618724513
57893,e0b0bd7d65,47.740925,-116.8991866,2.0,3.0,1160.0,2020-07-16,2.0,1795.0,Post Falls,160550005001,2388,1.129143618724513
57894,e0b0bd7d65,47.740925,-116.8991866,2.0,3.0,1160.0,2020-08-01,2.0,1795.0,Post Falls,160550005001,2404,1.129143618724513
57895,e0b0bd7d65,47.740925,-116.8991866,2.0,3.0,1160.0,2020-08-14,2.0,1895.0,Post Falls,160550005001,2417,1.3576305958237362
57896,e0b0bd7d65,47.740925,-116.8991866,2.0,3.0,1160.0,2020-09-01,2.0,1895.0,Post Falls,160550005001,2435,1.3576305958237362
57897,e0b0bd7d65,47.740925,-116.8991866,2.0,3.0,1160.0,2020-10-01,2.0,1895.0,Post Falls,160550005001,2465,1.3576305958237362
57898,e0b0bd7d65,47.740925,-116.8991866,2.0,3.0,1160.0,2020-10-14,2.0,1895.0,Post Falls,160550005001,2478,1.3576305958237362
57899,48f6699c52,47.740925,-116.8991866,2.0,3.0,1103.0,2020-06-16,2.0,1695.0,Post Falls,160550005001,2358,0.8875558546899563
57900,48f6699c52,47.740925,-116.8991866,2.0,3.0,1103.0,2020-07-01,2.0,1695.0,Post Falls,160550005001,2373,0.8875558546899563
57901,48f6699c52,47.740925,-116.8991866,2.0,3.0,1103.0,2020-07-16,2.0,1695.0,Post Falls,160550005001,2388,0.8875558546899563
57902,48f6699c52,47.740925,-116.8991866,2.0,3.0,1103.0,2020-08-01,2.0,1695.0,Post Falls,160550005001,2404,0.8875558546899563
57917,a129f1c57b,47.7313358,-116.9003388,1.0,1.0,794.0,2020-06-01,2.0,1075.0,Post Falls,160550005001,2343,-1.0315915418672117
57918,a129f1c57b,47.7313358,-116.9003388,1.0,1.0,794.0,2020-06-16,2.0,1095.0,Post Falls,160550005001,2358,-0.9539017380453936
57919,a129f1c57b,47.7313358,-116.9003388,1.0,1.0,794.0,2020-08-02,2.0,1125.0,Post Falls,160550005001,2405,-0.839987978843505
57920,a129f1c57b,47.7313358,-116.9003388,1.0,1.0,794.0,2020-09-15,2.0,1155.0,Post Falls,160550005001,2449,-0.7290723008745397
57921,a129f1c57b,47.7313358,-116.9003388,1.0,1.0,794.0,2020-10-01,2.0,1150.0,Post Falls,160550005001,2465,-0.7473567222449625
57922,a129f1c57b,47.7313358,-116.9003388,1.0,1.0,794.0,2020-11-06,2.0,1150.0,Post Falls,160550005001,2501,-0.7473567222449625
57923,a129f1c57b,47.7313358,-116.9003388,1.0,1.0,794.0,2020-11-16,2.0,1150.0,Post Falls,160550005001,2511,-0.7473567222449625
57924,a129f1c57b,47.7313358,-116.9003388,1.0,1.0,794.0,2020-12-01,2.0,1150.0,Post Falls,160550005001,2526,-0.7473567222449625
57925,a129f1c57b,47.7313358,-116.9003388,1.0,1.0,794.0,2021-01-16,2.0,1150.0,Post Falls,160550005001,2572,-0.7473567222449625
57926,b30b0fcf40,47.7313358,-116.9003388,2.0,3.0,1186.0,2020-06-16,2.0,1375.0,Post Falls,160550005001,2358,0.005749205494391982
57927,b30b0fcf40,47.7313358,-116.9003388,2.0,3.0,1186.0,2020-07-01,2.0,1425.0,Post Falls,160550005001,2373,0.15628494037217946
57928,b30b0fcf40,47.7313358,-116.9003388,2.0,3.0,1186.0,2020-09-15,2.0,1455.0,Post Falls,160550005001,2449,0.24409129373573826
57929,b30b0fcf40,47.7313358,-116.9003388,2.0,3.0,1186.0,2020-10-01,2.0,1450.0,Post Falls,160550005001,2465,0.2295833533666138
57930,b30b0fcf40,47.7313358,-116.9003388,2.0,3.0,1186.0,2020-11-06,2.0,1450.0,Post Falls,160550005001,2501,0.2295833533666138
57931,b30b0fcf40,47.7313358,-116.9003388,2.0,3.0,1186.0,2020-11-16,2.0,1450.0,Post Falls,160550005001,2511,0.2295833533666138
57932,b30b0fcf40,47.7313358,-116.9003388,2.0,3.0,1186.0,2020-12-01,2.0,1450.0,Post Falls,160550005001,2526,0.2295833533666138
57933,b30b0fcf40,47.7313358,-116.9003388,2.0,3.0,1186.0,2021-01-16,2.0,1450.0,Post Falls,160550005001,2572,0.2295833533666138
57934,efe2b82bbb,47.737801,-116.901554,2.0,3.0,1319.0,2020-06-01,2.0,1495.0,Post Falls,160550005001,2343,0.3583912485317196
57935,efe2b82bbb,47.737801,-116.901554,2.0,3.0,1319.0,2020-06-15,2.0,1525.0,Post Falls,160550005001,2357,0.4421268343763216
57936,efe2b82bbb,47.737801,-116.901554,2.0,3.0,1319.0,2020-07-01,2.0,1525.0,Post Falls,160550005001,2373,0.4421268343763216
57937,efe2b82bbb,47.737801,-116.901554,2.0,3.0,1319.0,2020-07-17,2.0,1525.0,Post Falls,160550005001,2389,0.4421268343763216
57938,efe2b82bbb,47.737801,-116.901554,2.0,3.0,1319.0,2020-08-01,2.0,1525.0,Post Falls,160550005001,2404,0.4421268343763216
57939,8be5cf561f,47.737801,-116.901554,2.0,2.0,1032.0,2020-06-01,2.0,1345.0,Post Falls,160550005001,2343,-0.08722263476552765
57940,8be5cf561f,47.737801,-116.901554,2.0,2.0,1032.0,2020-06-01,2.0,1395.0,Post Falls,160550005001,2343,0.0666102272238573
57941,8be5cf561f,47.737801,-116.901554,2.0,2.0,1032.0,2020-06-15,2.0,1395.0,Post Falls,160550005001,2357,0.0666102272238573
57942,8be5cf561f,47.737801,-116.901554,2.0,2.0,1032.0,2020-06-15,2.0,1380.0,Post Falls,160550005001,2357,0.02104705356247316
57943,8be5cf561f,47.737801,-116.901554,2.0,2.0,1032.0,2020-07-01,2.0,1395.0,Post Falls,160550005001,2373,0.0666102272238573
57944,8be5cf561f,47.737801,-116.901554,2.0,2.0,1032.0,2020-07-17,2.0,1395.0,Post Falls,160550005001,2389,0.0666102272238573
57945,8be5cf561f,47.737801,-116.901554,2.0,2.0,1032.0,2020-08-01,2.0,1395.0,Post Falls,160550005001,2404,0.0666102272238573
57946,8be5cf561f,47.737801,-116.901554,2.0,2.0,1032.0,2020-08-14,2.0,1395.0,Post Falls,160550005001,2417,0.0666102272238573
57947,8be5cf561f,47.737801,-116.901554,2.0,2.0,1032.0,2020-09-01,2.0,1395.0,Post Falls,160550005001,2435,0.0666102272238573
57948,8be5cf561f,47.737801,-116.901554,2.0,2.0,1032.0,2020-09-15,2.0,1450.0,Post Falls,160550005001,2449,0.2295833533666138
57949,8be5cf561f,47.737801,-116.901554,2.0,2.0,1032.0,2020-09-15,2.0,1395.0,Post Falls,160550005001,2449,0.0666102272238573
57950,8be5cf561f,47.737801,-116.901554,2.0,2.0,1032.0,2020-10-01,2.0,1450.0,Post Falls,160550005001,2465,0.2295833533666138
57951,8be5cf561f,47.737801,-116.901554,2.0,2.0,1032.0,2020-10-01,2.0,1395.0,Post Falls,160550005001,2465,0.0666102272238573
57952,8be5cf561f,47.737801,-116.901554,2.0,2.0,1032.0,2020-10-14,2.0,1450.0,Post Falls,160550005001,2478,0.2295833533666138
57953,8be5cf561f,47.737801,-116.901554,2.0,2.0,1032.0,2020-10-14,2.0,1395.0,Post Falls,160550005001,2478,0.0666102272238573
57954,8be5cf561f,47.737801,-116.901554,2.0,2.0,1032.0,2020-11-01,2.0,1450.0,Post Falls,160550005001,2496,0.2295833533666138
57955,8be5cf561f,47.737801,-116.901554,2.0,2.0,1032.0,2020-11-01,2.0,1395.0,Post Falls,160550005001,2496,0.0666102272238573
57956,8be5cf561f,47.737801,-116.901554,2.0,2.0,1032.0,2020-11-14,2.0,1450.0,Post Falls,160550005001,2509,0.2295833533666138
57957,8be5cf561f,47.737801,-116.901554,2.0,2.0,1032.0,2020-11-14,2.0,1395.0,Post Falls,160550005001,2509,0.0666102272238573
57958,8be5cf561f,47.737801,-116.901554,2.0,2.0,1032.0,2020-12-01,2.0,1450.0,Post Falls,160550005001,2526,0.2295833533666138
57959,8be5cf561f,47.737801,-116.901554,2.0,2.0,1032.0,2020-12-01,2.0,1395.0,Post Falls,160550005001,2526,0.0666102272238573
57960,8be5cf561f,47.737801,-116.901554,2.0,2.0,1032.0,2020-12-04,2.0,1625.0,Post Falls,160550005001,2529,0.7098074182283944
57961,8be5cf561f,47.737801,-116.901554,2.0,2.0,1032.0,2020-12-04,2.0,1525.0,Post Falls,160550005001,2529,0.4421268343763216
57962,8be5cf561f,47.737801,-116.901554,2.0,2.0,1032.0,2021-01-01,2.0,1625.0,Post Falls,160550005001,2557,0.7098074182283944
57963,8be5cf561f,47.737801,-116.901554,2.0,2.0,1032.0,2021-01-01,2.0,1525.0,Post Falls,160550005001,2557,0.4421268343763216
57964,8be5cf561f,47.737801,-116.901554,2.0,2.0,1032.0,2021-01-16,2.0,1625.0,Post Falls,160550005001,2572,0.7098074182283944
57965,8be5cf561f,47.737801,-116.901554,2.0,2.0,1032.0,2021-01-16,2.0,1525.0,Post Falls,160550005001,2572,0.4421268343763216
57966,4bf646dce1,47.737801,-116.901554,2.0,2.0,1031.0,2020-06-01,2.0,1385.0,Post Falls,160550005001,2343,0.03628957475360048
57967,4bf646dce1,47.737801,-116.901554,2.0,2.0,1031.0,2020-06-15,2.0,1425.0,Post Falls,160550005001,2357,0.15628494037217946
57968,4bf646dce1,47.737801,-116.901554,2.0,2.0,1031.0,2020-07-01,2.0,1425.0,Post Falls,160550005001,2373,0.15628494037217946
57969,4bf646dce1,47.737801,-116.901554,2.0,2.0,1031.0,2020-07-17,2.0,1425.0,Post Falls,160550005001,2389,0.15628494037217946
57970,4bf646dce1,47.737801,-116.901554,2.0,2.0,1031.0,2020-08-01,2.0,1425.0,Post Falls,160550005001,2404,0.15628494037217946
57971,4bf646dce1,47.737801,-116.901554,2.0,2.0,1031.0,2020-08-14,2.0,1425.0,Post Falls,160550005001,2417,0.15628494037217946
57972,4bf646dce1,47.737801,-116.901554,2.0,2.0,1031.0,2020-09-01,2.0,1425.0,Post Falls,160550005001,2435,0.15628494037217946
57973,4bf646dce1,47.737801,-116.901554,2.0,2.0,1031.0,2020-09-15,2.0,1595.0,Post Falls,160550005001,2449,0.6312731114092973
57974,4bf646dce1,47.737801,-116.901554,2.0,2.0,1031.0,2020-10-01,2.0,1595.0,Post Falls,160550005001,2465,0.6312731114092973
57975,4bf646dce1,47.737801,-116.901554,2.0,2.0,1031.0,2020-10-14,2.0,1595.0,Post Falls,160550005001,2478,0.6312731114092973
57976,4bf646dce1,47.737801,-116.901554,2.0,2.0,1031.0,2020-11-01,2.0,1595.0,Post Falls,160550005001,2496,0.6312731114092973
57977,4bf646dce1,47.737801,-116.901554,2.0,2.0,1031.0,2020-11-14,2.0,1595.0,Post Falls,160550005001,2509,0.6312731114092973
57978,4bf646dce1,47.737801,-116.901554,2.0,2.0,1031.0,2020-12-01,2.0,1595.0,Post Falls,160550005001,2526,0.6312731114092973
57992,8ed715dce5,47.7458629,-116.9535093,2.0,3.0,1286.0,2020-06-02,2.0,1295.0,Post Falls,160550003011,2344,-0.24688386752441424
57993,79b2e03208,47.7458629,-116.9535093,2.0,2.0,1104.0,2020-06-02,2.0,1150.0,Post Falls,160550003011,2344,-0.7473567222449625
57994,79b2e03208,47.7458629,-116.9535093,2.0,2.0,1104.0,2020-06-16,2.0,1150.0,Post Falls,160550003011,2358,-0.7473567222449625
57995,635c8bff90,47.7458629,-116.9535093,2.0,2.0,1330.0,2020-09-01,2.0,1375.0,Post Falls,160550003011,2435,0.005749205494391982
57996,635c8bff90,47.7458629,-116.9535093,2.0,2.0,1330.0,2020-10-01,2.0,1375.0,Post Falls,160550003011,2465,0.005749205494391982
57997,e3cf8f73b1,47.7458629,-116.9535093,2.0,2.0,1328.0,2020-09-01,2.0,1375.0,Post Falls,160550003011,2435,0.005749205494391982
57998,e3cf8f73b1,47.7458629,-116.9535093,2.0,2.0,1328.0,2020-10-01,2.0,1375.0,Post Falls,160550003011,2465,0.005749205494391982
57999,751cabec7f,47.7221144,-116.8924269,2.0,3.0,1228.0,2020-06-02,2.0,1250.0,Post Falls,160550006012,2344,-0.3959405525482877
58000,751cabec7f,47.7221144,-116.8924269,2.0,3.0,1228.0,2020-07-16,2.0,1280.0,Post Falls,160550006012,2388,-0.2959860056354511
58001,4ddaa66af0,47.7221144,-116.8924269,2.0,3.0,1168.0,2020-06-02,2.0,1225.0,Post Falls,160550006012,2344,-0.48108592349231905
58003,bb0fdc1f24,47.7221144,-116.8924269,1.0,2.0,1018.0,2020-06-02,2.0,1200.0,Post Falls,160550006012,2344,-0.567986992239478
58004,bb0fdc1f24,47.7221144,-116.8924269,1.0,2.0,1018.0,2020-08-02,2.0,1250.0,Post Falls,160550006012,2405,-0.3959405525482877
58014,78fff84b4f,47.7221144,-116.8924269,2.0,2.0,1125.0,2020-06-16,2.0,1100.0,Post Falls,160550006012,2358,-0.934701010004234
58015,78fff84b4f,47.7221144,-116.8924269,2.0,2.0,1125.0,2020-07-01,2.0,1175.0,Post Falls,160550006012,2373,-0.656717690933083
58016,78fff84b4f,47.7221144,-116.8924269,2.0,2.0,1125.0,2020-07-16,2.0,1175.0,Post Falls,160550006012,2388,-0.656717690933083
